zipCode;"city";"lat";"lng"
5631;"Ebberup";NULL;NULL
5642;"Millinge";NULL;NULL
5672;"Broby";NULL;NULL
5683;"Haarby";NULL;NULL
5690;"Tommerup";NULL;NULL
5700;"Svendborg";NULL;NULL
5750;"Ringe";NULL;NULL
5762;"Vester Skerninge";NULL;NULL
5771;"Stenstrup";NULL;NULL
5772;"Kværndrup";NULL;NULL
5792;"Årslev";NULL;NULL
5800;"Nyborg";NULL;NULL
5853;"Ørbæk";NULL;NULL
5854;"Gislev";NULL;NULL
5856;"Ryslinge";NULL;NULL
5863;"Ferritslev Fyn";NULL;NULL
5871;"Frørup";NULL;NULL
5874;"Hesselager";NULL;NULL
5881;"Skårup Fyn";NULL;NULL
5882;"Vejstrup";NULL;NULL
5883;"Oure";NULL;NULL
5884;"Gudme";NULL;NULL
5892;"Gudbjerg Sydfyn";NULL;NULL
5900;"Rudkøbing";NULL;NULL
5932;"Humble";NULL;NULL
5935;"Bagenkop";NULL;NULL
5953;"Tranekær";NULL;NULL
5960;"Marstal";NULL;NULL
5970;"Ærøskøbing";NULL;NULL
5985;"Søby Ærø";NULL;NULL
6000;"Kolding";NULL;NULL
6040;"Egtved";NULL;NULL
6051;"Almind";NULL;NULL
6052;"Viuf";NULL;NULL
6064;"Jordrup";NULL;NULL
6070;"Christiansfeld";NULL;NULL
6091;"Bjert";NULL;NULL
6092;"Sønder Stenderup";NULL;NULL
6093;"Sjølund";NULL;NULL
6094;"Hejls";NULL;NULL
6100;"Haderslev";NULL;NULL
6200;"Aabenraa";NULL;NULL
6230;"Rødekro";NULL;NULL
6240;"Løgumkloster";NULL;NULL
6261;"Bredebro";NULL;NULL
6270;"Tønder";NULL;NULL
6280;"Højer";NULL;NULL
6300;"Gråsten";NULL;NULL
6310;"Broager";NULL;NULL
6320;"Egernsund";NULL;NULL
6330;"Padborg";NULL;NULL
6340;"Kruså";NULL;NULL
6360;"Tinglev";NULL;NULL
6372;"Bylderup-Bov";NULL;NULL
6392;"Bolderslev";NULL;NULL
6400;"Sønderborg";NULL;NULL
6430;"Nordborg";NULL;NULL
6440;"Augustenborg";NULL;NULL
6470;"Sydals";NULL;NULL
6500;"Vojens";NULL;NULL
6510;"Gram";NULL;NULL
6520;"Toftlund";NULL;NULL
6534;"Agerskov";NULL;NULL
6535;"Branderup J";NULL;NULL
6541;"Bevtoft";NULL;NULL
6560;"Sommersted";NULL;NULL
6580;"Vamdrup";NULL;NULL
6600;"Vejen";NULL;NULL
6621;"Gesten";NULL;NULL
6622;"Bække";NULL;NULL
6623;"Vorbasse";NULL;NULL
6630;"Rødding";NULL;NULL
6640;"Lunderskov";NULL;NULL
6650;"Brørup";NULL;NULL
6660;"Lintrup";NULL;NULL
6670;"Holsted";NULL;NULL
6682;"Hovborg";NULL;NULL
6683;"Føvling";NULL;NULL
6690;"Gørding";NULL;NULL
6700;"Esbjerg";NULL;NULL
6701;"Esbjerg";NULL;NULL
6705;"Esbjerg Ø";NULL;NULL
6710;"Esbjerg V";NULL;NULL
6715;"Esbjerg N";NULL;NULL
6720;"Fanø";NULL;NULL
6731;"Tjæreborg";NULL;NULL
6740;"Bramming";NULL;NULL
6752;"Glejbjerg";NULL;NULL
6753;"Agerbæk";NULL;NULL
6760;"Ribe";NULL;NULL
6771;"Gredstedbro";NULL;NULL
6780;"Skærbæk";NULL;NULL
6792;"Rømø";NULL;NULL
6800;"Varde";NULL;NULL
6818;"Årre";NULL;NULL
6823;"Ansager";NULL;NULL
6830;"Nørre Nebel";NULL;NULL
6840;"Oksbøl";NULL;NULL
6851;"Janderup Vestj";NULL;NULL
6852;"Billum";NULL;NULL
6853;"Vejers Strand";NULL;NULL
6854;"Henne";NULL;NULL
6855;"Outrup";NULL;NULL
6857;"Blåvand";NULL;NULL
6862;"Tistrup";NULL;NULL
6870;"Ølgod";NULL;NULL
6880;"Tarm";NULL;NULL
6893;"Hemmet";NULL;NULL
6900;"Skjern";NULL;NULL
6920;"Videbæk";NULL;NULL
6933;"Kibæk";NULL;NULL
6940;"Lem St";NULL;NULL
6950;"Ringkøbing";NULL;NULL
6960;"Hvide Sande";NULL;NULL
6971;"Spjald";NULL;NULL
6973;"Ørnhøj";NULL;NULL
6980;"Tim";NULL;NULL
6990;"Ulfborg";NULL;NULL
7000;"Fredericia";NULL;NULL
7007;"Fredericia";NULL;NULL
7029;"Fredericia";NULL;NULL
7080;"Børkop";NULL;NULL
7100;"Vejle";NULL;NULL
7120;"Vejle Øst";NULL;NULL
7130;"Juelsminde";NULL;NULL
7140;"Stouby";NULL;NULL
7150;"Barrit";NULL;NULL
7160;"Tørring";NULL;NULL
7171;"Uldum";NULL;NULL
7173;"Vonge";NULL;NULL
7182;"Bredsten";NULL;NULL
7183;"Randbøl";NULL;NULL
7184;"Vandel";NULL;NULL
7190;"Billund";NULL;NULL
7200;"Grindsted";NULL;NULL
7250;"Hejnsvig";NULL;NULL
7260;"Sønder Omme";NULL;NULL
7270;"Stakroge";NULL;NULL
7280;"Sønder Felding";NULL;NULL
7300;"Jelling";NULL;NULL
7321;"Gadbjerg";NULL;NULL
7323;"Give";NULL;NULL
7330;"Brande";NULL;NULL
7361;"Ejstrupholm";NULL;NULL
7362;"Hampen";NULL;NULL
7400;"Herning";NULL;NULL
7401;"Herning";NULL;NULL
7429;"Herning";NULL;NULL
7430;"Ikast";NULL;NULL
7441;"Bording";NULL;NULL
7442;"Engesvang";NULL;NULL
7451;"Sunds";NULL;NULL
7470;"Karup J";NULL;NULL
7480;"Vildbjerg";NULL;NULL
7490;"Aulum";NULL;NULL
7500;"Holstebro";NULL;NULL
7540;"Haderup";NULL;NULL
7550;"Sørvad";NULL;NULL
7560;"Hjerm";NULL;NULL
7570;"Vemb";NULL;NULL
7600;"Struer";NULL;NULL
7620;"Lemvig";NULL;NULL
7650;"Bøvlingbjerg";NULL;NULL
7660;"Bækmarksbro";NULL;NULL
7673;"Harboøre";NULL;NULL
7680;"Thyborøn";NULL;NULL
7700;"Thisted";NULL;NULL
7730;"Hanstholm";NULL;NULL
7741;"Frøstrup";NULL;NULL
7742;"Vesløs";NULL;NULL
7752;"Snedsted";NULL;NULL
7755;"Bedsted Thy";NULL;NULL
7760;"Hurup Thy";NULL;NULL
7770;"Vestervig";NULL;NULL
7790;"Thyholm";NULL;NULL
7800;"Skive";NULL;NULL
7830;"Vinderup";NULL;NULL
7840;"Højslev";NULL;NULL
7850;"Stoholm Jyll";NULL;NULL
7860;"Spøttrup";NULL;NULL
7870;"Roslev";NULL;NULL
7884;"Fur";NULL;NULL
7900;"Nykøbing M";NULL;NULL
7950;"Erslev";NULL;NULL
7960;"Karby";NULL;NULL
7970;"Redsted M";NULL;NULL
7980;"Vils";NULL;NULL
7990;"Øster Assels";NULL;NULL
8000;"Århus C";NULL;NULL
8100;"Århus C";NULL;NULL
8200;"Århus N";NULL;NULL
8210;"Århus V";NULL;NULL
8220;"Brabrand";NULL;NULL
8229;"Risskov Ø";NULL;NULL
8230;"Åbyhøj";NULL;NULL
8240;"Risskov";NULL;NULL
8245;"Risskov Ø";NULL;NULL
8250;"Egå";NULL;NULL
8260;"Viby J";NULL;NULL
8270;"Højbjerg";NULL;NULL
8300;"Odder";NULL;NULL
8305;"Samsø";NULL;NULL
8310;"Tranbjerg J";NULL;NULL
8320;"Mårslet";NULL;NULL
8330;"Beder";NULL;NULL
8340;"Malling";NULL;NULL
8350;"Hundslund";NULL;NULL
8355;"Solbjerg";NULL;NULL
8361;"Hasselager";NULL;NULL
8362;"Hørning";NULL;NULL
8370;"Hadsten";NULL;NULL
8380;"Trige";NULL;NULL
8381;"Tilst";NULL;NULL
8382;"Hinnerup";NULL;NULL
8400;"Ebeltoft";NULL;NULL
8410;"Rønde";NULL;NULL
8420;"Knebel";NULL;NULL
8444;"Balle";NULL;NULL
8450;"Hammel";NULL;NULL
8462;"Harlev J";NULL;NULL
8464;"Galten";NULL;NULL
8471;"Sabro";NULL;NULL
8472;"Sporup";NULL;NULL
8500;"Grenaa";NULL;NULL
8520;"Lystrup";NULL;NULL
8530;"Hjortshøj";NULL;NULL
8541;"Skødstrup";NULL;NULL
8543;"Hornslet";NULL;NULL
8544;"Mørke";NULL;NULL
8550;"Ryomgård";NULL;NULL
8560;"Kolind";NULL;NULL
8570;"Trustrup";NULL;NULL
8581;"Nimtofte";NULL;NULL
8585;"Glesborg";NULL;NULL
8586;"Ørum Djurs";NULL;NULL
8592;"Anholt";NULL;NULL
8600;"Silkeborg";NULL;NULL
8620;"Kjellerup";NULL;NULL
8632;"Lemming";NULL;NULL
8641;"Sorring";NULL;NULL
8643;"Ans By";NULL;NULL
8653;"Them";NULL;NULL
8654;"Bryrup";NULL;NULL
8660;"Skanderborg";NULL;NULL
8670;"Låsby";NULL;NULL
8680;"Ry";NULL;NULL
8700;"Horsens";NULL;NULL
8721;"Daugård";NULL;NULL
8722;"Hedensted";NULL;NULL
8723;"Løsning";NULL;NULL
8732;"Hovedgård";NULL;NULL
8740;"Brædstrup";NULL;NULL
8751;"Gedved";NULL;NULL
8752;"Østbirk";NULL;NULL
8762;"Flemming";NULL;NULL
8763;"Rask Mølle";NULL;NULL
8765;"Klovborg";NULL;NULL
8766;"Nørre Snede";NULL;NULL
8781;"Stenderup";NULL;NULL
8783;"Hornsyld";NULL;NULL
8800;"Viborg";NULL;NULL
8830;"Tjele";NULL;NULL
8831;"Løgstrup";NULL;NULL
8832;"Skals";NULL;NULL
8840;"Rødkærsbro";NULL;NULL
8850;"Bjerringbro";NULL;NULL
8860;"Ulstrup";NULL;NULL
8870;"Langå";NULL;NULL
8881;"Thorsø";NULL;NULL
8882;"Fårvang";NULL;NULL
8883;"Gjern";NULL;NULL
8900;"Randers";NULL;NULL
8950;"Ørsted";NULL;NULL
8961;"Allingåbro";NULL;NULL
8963;"Auning";NULL;NULL
8970;"Havndal";NULL;NULL
8981;"Spentrup";NULL;NULL
8983;"Gjerlev J";NULL;NULL
8990;"Fårup";NULL;NULL
9000;"Aalborg";NULL;NULL
9020;"Aalborg";NULL;NULL
9029;"Aalborg";NULL;NULL
9100;"Aalborg";NULL;NULL
9200;"Aalborg SV";NULL;NULL
9210;"Aalborg SØ";NULL;NULL
9220;"Aalborg Øst";NULL;NULL
9230;"Svenstrup J";NULL;NULL
9240;"Nibe";NULL;NULL
9260;"Gistrup";NULL;NULL
9270;"Klarup";NULL;NULL
9280;"Storvorde";NULL;NULL
9293;"Kongerslev";NULL;NULL
9300;"Sæby";NULL;NULL
9310;"Vodskov";NULL;NULL
9320;"Hjallerup";NULL;NULL
9330;"Dronninglund";NULL;NULL
9340;"Asaa";NULL;NULL
9352;"Dybvad";NULL;NULL
9362;"Gandrup";NULL;NULL
9370;"Hals";NULL;NULL
9380;"Vestbjerg";NULL;NULL
9381;"Sulsted";NULL;NULL
9382;"Tylstrup";NULL;NULL
9400;"Nørresundby";NULL;NULL
9430;"Vadum";NULL;NULL
9440;"Aabybro";NULL;NULL
9460;"Brovst";NULL;NULL
9480;"Løkken";NULL;NULL
9490;"Pandrup";NULL;NULL
9492;"Blokhus";NULL;NULL
9493;"Saltum";NULL;NULL
9500;"Hobro";NULL;NULL
9510;"Arden";NULL;NULL
9520;"Skørping";NULL;NULL
9530;"Støvring";NULL;NULL
9541;"Suldrup";NULL;NULL
9550;"Mariager";NULL;NULL
9560;"Hadsund";NULL;NULL
9574;"Bælum";NULL;NULL
9575;"Terndrup";NULL;NULL
9600;"Aars";NULL;NULL
9610;"Nørager";NULL;NULL
9620;"Aalestrup";NULL;NULL
9631;"Gedsted";NULL;NULL
9632;"Møldrup";NULL;NULL
9640;"Farsø";NULL;NULL
9670;"Løgstør";NULL;NULL
9681;"Ranum";NULL;NULL
9690;"Fjerritslev";NULL;NULL
9700;"Brønderslev";NULL;NULL
9740;"Jerslev J";NULL;NULL
9750;"Østervrå";NULL;NULL
9760;"Vrå";NULL;NULL
9800;"Hjørring";NULL;NULL
9830;"Tårs";NULL;NULL
9850;"Hirtshals";NULL;NULL
9870;"Sindal";NULL;NULL
9881;"Bindslev";NULL;NULL
9900;"Frederikshavn";NULL;NULL
9940;"Læsø";NULL;NULL
9970;"Strandby";NULL;NULL
9981;"Jerup";NULL;NULL
9982;"Ålbæk";NULL;NULL
9990;"Skagen";NULL;NULL
